21.8403 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
21.8430 	INFO 	Loaded monitor calibration from ['2022_07_17 12:15']
24.0759 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC231C0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC23160>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC19F70>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000016A3EF3E130>, multiSample=False, name='window1', numSamples=2, pos=[283.0, 84.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
24.0760 	EXP 	window1: backgroundImage = ''
24.0761 	EXP 	window1: backgroundFit = 'none'
24.0766 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC232E0>
24.0772 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC232E0>
24.0851 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC232E0>
24.0881 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC232E0>
24.1274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1302 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1333 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1363 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1389 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1404 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1439 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1473 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1493 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1521 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1548 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1588 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1603 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1630 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1694 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1714 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1730 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1768 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1796 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.1805 	DEBUG 	Uploading Texture Font fontname to graphics card
24.1961 	DEBUG 	Upload of Texture Font fontname complete
24.2025 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC232E0>
24.2030 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC232E0>
24.2044 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC232E0>
24.2053 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016A3EC232E0>
24.2383 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.2404 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.2449 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.2458 	DEBUG 	Uploading Texture Font fontname to graphics card
24.2710 	DEBUG 	Upload of Texture Font fontname complete
24.2817 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
24.2817 	EXP 	window1: recordFrameIntervals = False
24.5024 	EXP 	window1: recordFrameIntervals = True
24.6002 	WARNING 	t of last frame was 28.49ms (=1/35)
24.9219 	WARNING 	t of last frame was 20.12ms (=1/49)
26.1867 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

26.1869 	EXP 	window1: mouseVisible = True
26.1876 	EXP 	window1: mouseVisible = True
26.1878 	EXP 	window1: mouseVisible = True
26.1888 	EXP 	window1: mouseVisible = True
26.1896 	EXP 	window1: mouseVisible = True
26.2228 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2243 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2324 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2377 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2396 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2427 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2464 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
26.2471 	DEBUG 	Uploading Texture Font fontname to graphics card
26.2479 	DEBUG 	Upload of Texture Font fontname complete
26.2525 	EXP 	window1: mouseVisible = True
26.2529 	EXP 	window1: mouseVisible = True
26.2542 	EXP 	window1: mouseVisible = True
26.2550 	EXP 	window1: mouseVisible = True
26.3908 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
33.6688 	INFO 	keyboard.Keyboard is using iohub backend.
33.6689 	INFO 	keyboard.Keyboard is using iohub backend.
33.6689 	INFO 	keyboard.Keyboard is using iohub backend.
33.6690 	INFO 	keyboard.Keyboard is using iohub backend.
33.6690 	INFO 	keyboard.Keyboard is using iohub backend.
33.6691 	INFO 	keyboard.Keyboard is using iohub backend.
33.6691 	EXP 	two-digit-number-comparison-task: status = STARTED
33.6695 	EXP 	window1: mouseVisible = True
33.7285 	EXP 	Created welcome_msg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.12, italic=False, languageStyle='LTR', name='welcome_msg', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
33.7289 	EXP 	window1: mouseVisible = True
33.7344 	EXP 	Created instr_msg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.09, italic=False, languageStyle='LTR', name='instr_msg', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
33.7347 	EXP 	window1: mouseVisible = True
33.7372 	EXP 	Created number = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.35, italic=False, languageStyle='LTR', name='number', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
33.7373 	EXP 	window1: mouseVisible = True
33.7483 	EXP 	Created alternatives = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='arrows.jpg', interpolate=True, mask=None, maskParams=None, name='alternatives', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.75]), size=array([0.5, 0.3]), texRes=128.0, units='norm', win=Window(...))
33.7485 	EXP 	window1: mouseVisible = True
33.7528 	EXP 	Created left_alt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='left_alt', opacity=1.0, ori=0.0, pos=array([-0.6 , -0.75]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
33.7532 	EXP 	window1: mouseVisible = True
33.7557 	EXP 	Created right_alt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='right_alt', opacity=1.0, ori=0.0, pos=array([ 0.6 , -0.75]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
33.7559 	EXP 	window1: mouseVisible = True
