18.7379 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
18.7390 	INFO 	Loaded monitor calibration from ['2022_07_17 12:15']
20.1064 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC0190>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC0130>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07ABDF40>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EA07D9C0D0>, multiSample=False, name='window1', numSamples=2, pos=[283.0, 84.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.1065 	EXP 	window1: backgroundImage = ''
20.1065 	EXP 	window1: backgroundFit = 'none'
20.1068 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC02B0>
20.1070 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC02B0>
20.1098 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC02B0>
20.1118 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC02B0>
20.1351 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1367 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1382 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1399 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1414 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1427 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1453 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1482 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1501 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1528 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1545 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1562 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1577 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1592 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1622 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1638 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1659 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1675 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1687 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.1691 	DEBUG 	Uploading Texture Font fontname to graphics card
20.1761 	DEBUG 	Upload of Texture Font fontname complete
20.1794 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC02B0>
20.1795 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC02B0>
20.1802 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001EA07AC02B0>
