2.9864 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
13.8745 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

13.8755 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BCA5FF2430>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BCCD4388B0>, multiSample=False, name='window1', numSamples=2, pos=(233, 84), screen=0, size=array([900, 600]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.8760 	EXP 	window1: mouseVisible = True
13.8761 	EXP 	window1: mouseVisible = True
13.8761 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.8761 	EXP 	window1: recordFrameIntervals = False
14.0367 	EXP 	window1: recordFrameIntervals = True
14.0785 	WARNING 	t of last frame was 20.78ms (=1/48)
14.1243 	WARNING 	t of last frame was 21.09ms (=1/47)
14.1903 	WARNING 	t of last frame was 20.17ms (=1/49)
14.2575 	WARNING 	t of last frame was 21.14ms (=1/47)
14.3241 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
15.7032 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

15.7938 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
18.8229 	EXP 	Created instr_msg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='instr_msg', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
18.8250 	EXP 	Created cue_practice = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='cue_practice', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
18.8270 	EXP 	Created target_practice = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='target_practice', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
18.8292 	EXP 	Created resp_practice = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-0.7333,  0.0902, -0.7333]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='resp_practice', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
18.8307 	EXP 	Created condition_name = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='condition_name', opacity=1.0, ori=0.0, pos=array([0. , 0.7]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
18.8324 	EXP 	Created cue_final = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='cue_final', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
18.8343 	EXP 	Created resp_final = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 0.7098, -0.1216,  0.6784]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='resp_final', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
18.8449 	EXP 	Created target_final = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='target_final', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='_ _ _ _ _', units='norm', win=Window(...), wrapWidth=1.8)
18.8796 	EXP 	Created thanks_msg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='thanks_msg', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
18.9304 	EXP 	instr_msg: autoDraw = True
19.7083 	EXP 	Created sequence: random, trialTypes=1, nReps=3, seed=None
19.7087 	EXP 	New trial (rep=0, index=0): None
19.7219 	EXP 	Imported word_pairs.xlsx as conditions, 12 conditions, 3 params
19.7227 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=546610
19.7230 	EXP 	New trial (rep=0, index=0): {'English': 'boot', 'Portuguese': 'bota', 'Inupiaq': 'kamik'}
19.7237 	EXP 	New trial (rep=0, index=1): {'English': 'dust', 'Portuguese': 'pó', 'Inupiaq': 'apyuq'}
19.7242 	EXP 	New trial (rep=0, index=2): {'English': 'cliff', 'Portuguese': 'penhasco', 'Inupiaq': 'ikpik'}
19.7249 	EXP 	New trial (rep=0, index=3): {'English': 'thread', 'Portuguese': 'fio', 'Inupiaq': 'ivalu'}
19.7257 	EXP 	New trial (rep=0, index=4): {'English': 'rainbow', 'Portuguese': 'arco-íris', 'Inupiaq': 'nigaq'}
19.7262 	EXP 	New trial (rep=0, index=5): {'English': 'tea', 'Portuguese': 'chá', 'Inupiaq': 'saiyu'}
19.7267 	EXP 	New trial (rep=0, index=6): {'English': 'snail', 'Portuguese': 'lesma', 'Inupiaq': 'uvixu'}
19.7270 	EXP 	New trial (rep=0, index=7): {'English': 'mark', 'Portuguese': 'marca', 'Inupiaq': 'aglak'}
19.7274 	EXP 	New trial (rep=0, index=8): {'English': 'duck', 'Portuguese': 'pato', 'Inupiaq': 'mitiq'}
19.7280 	EXP 	New trial (rep=0, index=9): {'English': 'sled', 'Portuguese': 'trenó', 'Inupiaq': 'uniat'}
19.7284 	EXP 	New trial (rep=0, index=10): {'English': 'heaven', 'Portuguese': 'paraíso', 'Inupiaq': 'qixak'}
19.7288 	EXP 	New trial (rep=0, index=11): {'English': 'kidney', 'Portuguese': 'rim', 'Inupiaq': 'taqtu'}
19.7292 	EXP 	New trial (rep=1, index=0): None
19.7416 	EXP 	Imported word_pairs.xlsx as conditions, 12 conditions, 3 params
19.7425 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=546610
19.7431 	EXP 	New trial (rep=0, index=0): {'English': 'boot', 'Portuguese': 'bota', 'Inupiaq': 'kamik'}
19.7441 	EXP 	New trial (rep=0, index=1): {'English': 'dust', 'Portuguese': 'pó', 'Inupiaq': 'apyuq'}
19.7448 	EXP 	New trial (rep=0, index=2): {'English': 'cliff', 'Portuguese': 'penhasco', 'Inupiaq': 'ikpik'}
19.7455 	EXP 	New trial (rep=0, index=3): {'English': 'thread', 'Portuguese': 'fio', 'Inupiaq': 'ivalu'}
19.7468 	EXP 	New trial (rep=0, index=4): {'English': 'rainbow', 'Portuguese': 'arco-íris', 'Inupiaq': 'nigaq'}
19.7475 	EXP 	New trial (rep=0, index=5): {'English': 'tea', 'Portuguese': 'chá', 'Inupiaq': 'saiyu'}
19.7485 	EXP 	New trial (rep=0, index=6): {'English': 'snail', 'Portuguese': 'lesma', 'Inupiaq': 'uvixu'}
19.7494 	EXP 	New trial (rep=0, index=7): {'English': 'mark', 'Portuguese': 'marca', 'Inupiaq': 'aglak'}
19.7502 	EXP 	New trial (rep=0, index=8): {'English': 'duck', 'Portuguese': 'pato', 'Inupiaq': 'mitiq'}
19.7511 	EXP 	New trial (rep=0, index=9): {'English': 'sled', 'Portuguese': 'trenó', 'Inupiaq': 'uniat'}
19.7522 	EXP 	New trial (rep=0, index=10): {'English': 'heaven', 'Portuguese': 'paraíso', 'Inupiaq': 'qixak'}
19.7537 	EXP 	New trial (rep=0, index=11): {'English': 'kidney', 'Portuguese': 'rim', 'Inupiaq': 'taqtu'}
19.7547 	EXP 	New trial (rep=2, index=0): None
19.7618 	EXP 	Imported word_pairs.xlsx as conditions, 12 conditions, 3 params
19.7623 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=546610
19.7626 	EXP 	New trial (rep=0, index=0): {'English': 'boot', 'Portuguese': 'bota', 'Inupiaq': 'kamik'}
19.7636 	EXP 	New trial (rep=0, index=1): {'English': 'dust', 'Portuguese': 'pó', 'Inupiaq': 'apyuq'}
19.7643 	EXP 	New trial (rep=0, index=2): {'English': 'cliff', 'Portuguese': 'penhasco', 'Inupiaq': 'ikpik'}
19.7648 	EXP 	New trial (rep=0, index=3): {'English': 'thread', 'Portuguese': 'fio', 'Inupiaq': 'ivalu'}
19.7653 	EXP 	New trial (rep=0, index=4): {'English': 'rainbow', 'Portuguese': 'arco-íris', 'Inupiaq': 'nigaq'}
19.7660 	EXP 	New trial (rep=0, index=5): {'English': 'tea', 'Portuguese': 'chá', 'Inupiaq': 'saiyu'}
19.7667 	EXP 	New trial (rep=0, index=6): {'English': 'snail', 'Portuguese': 'lesma', 'Inupiaq': 'uvixu'}
19.7673 	EXP 	New trial (rep=0, index=7): {'English': 'mark', 'Portuguese': 'marca', 'Inupiaq': 'aglak'}
19.7680 	EXP 	New trial (rep=0, index=8): {'English': 'duck', 'Portuguese': 'pato', 'Inupiaq': 'mitiq'}
19.7695 	EXP 	New trial (rep=0, index=9): {'English': 'sled', 'Portuguese': 'trenó', 'Inupiaq': 'uniat'}
19.7707 	EXP 	New trial (rep=0, index=10): {'English': 'heaven', 'Portuguese': 'paraíso', 'Inupiaq': 'qixak'}
19.7719 	EXP 	New trial (rep=0, index=11): {'English': 'kidney', 'Portuguese': 'rim', 'Inupiaq': 'taqtu'}
19.7747 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
19.7750 	EXP 	New trial (rep=0, index=0): None
19.7755 	EXP 	Created sequence: random, trialTypes=1, nReps=6, seed=None
19.7758 	EXP 	New trial (rep=0, index=0): None
19.7876 	EXP 	Imported word_pairs.xlsx as conditions, 6 conditions, 3 params
19.7884 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=546610
19.7888 	EXP 	New trial (rep=0, index=0): {'English': 'dust', 'Portuguese': 'pó', 'Inupiaq': 'apyuq'}
19.7899 	DATA 	Keypress: space
19.8388 	EXP 	instr_msg: autoDraw = False
19.8388 	EXP 	resp_practice: text = ''
19.8388 	EXP 	cue_practice: height = 0.2
19.8388 	EXP 	cue_practice: height = 0.2
19.8388 	EXP 	cue_practice: height = 0.2
19.8388 	EXP 	cue_practice: text = 'pó'
19.8388 	EXP 	target_practice: height = 0.2
19.8388 	EXP 	target_practice: height = 0.2
19.8388 	EXP 	target_practice: height = 0.2
19.8388 	EXP 	target_practice: text = 'a p y u q'
19.8388 	EXP 	condition_name: height = 0.2
19.8388 	EXP 	condition_name: height = 0.2
19.8388 	EXP 	condition_name: height = 0.2
19.8388 	EXP 	condition_name: text = 'diminuição'
19.8388 	EXP 	cue_practice: autoDraw = True
19.8388 	EXP 	target_practice: autoDraw = True
19.8388 	EXP 	resp_practice: autoDraw = True
19.8388 	EXP 	condition_name: autoDraw = True
20.3698 	DATA 	Keypress: x
20.4079 	EXP 	resp_practice: height = 0.2
20.4079 	EXP 	resp_practice: height = 0.2
20.4079 	EXP 	resp_practice: height = 0.2
20.4079 	EXP 	resp_practice: text = 'x'
20.5600 	DATA 	Keypress: x
20.5904 	EXP 	resp_practice: height = 0.2
20.5904 	EXP 	resp_practice: height = 0.2
20.5904 	EXP 	resp_practice: height = 0.2
20.5904 	EXP 	resp_practice: text = 'xx'
20.7058 	DATA 	Keypress: x
20.7381 	EXP 	resp_practice: height = 0.2
20.7381 	EXP 	resp_practice: height = 0.2
20.7381 	EXP 	resp_practice: height = 0.2
20.7381 	EXP 	resp_practice: text = 'xxx'
20.8580 	DATA 	Keypress: x
20.8899 	EXP 	resp_practice: height = 0.2
20.8899 	EXP 	resp_practice: height = 0.2
20.8899 	EXP 	resp_practice: height = 0.2
20.8899 	EXP 	resp_practice: text = 'xxxx'
20.9917 	DATA 	Keypress: x
21.0229 	EXP 	resp_practice: height = 0.2
21.0229 	EXP 	resp_practice: height = 0.2
21.0229 	EXP 	resp_practice: height = 0.2
21.0229 	EXP 	resp_practice: text = 'xxxxx'
21.0915 	DATA 	Keypress: x
21.1234 	EXP 	resp_practice: height = 0.2
21.1234 	EXP 	resp_practice: height = 0.2
