22.2922 	INFO 	Loaded monitor calibration from ['2022_07_17 12:15']
23.5484 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A070>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021483785FD0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021483785E20>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000021483C3CF70>, multiSample=False, name='window1', numSamples=2, pos=[283.0, 84.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
23.5484 	EXP 	window1: backgroundImage = ''
23.5484 	EXP 	window1: backgroundFit = 'none'
23.5486 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A160>
23.5488 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A160>
23.5525 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A160>
23.5532 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A160>
23.5796 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5811 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5825 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5841 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5858 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5869 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5882 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5897 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5906 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5929 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5942 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5956 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5971 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5983 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.5997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6021 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6031 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6047 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6058 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6063 	DEBUG 	Uploading Texture Font fontname to graphics card
23.6168 	DEBUG 	Upload of Texture Font fontname complete
23.6189 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A160>
23.6191 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A160>
23.6198 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A160>
23.6204 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002148378A160>
23.6388 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6405 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6420 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.6423 	DEBUG 	Uploading Texture Font fontname to graphics card
23.6521 	DEBUG 	Upload of Texture Font fontname complete
23.6553 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
23.6554 	EXP 	window1: recordFrameIntervals = False
23.8473 	EXP 	window1: recordFrameIntervals = True
24.0320 	EXP 	Screen (0) actual frame rate measured at 59.58Hz
24.0321 	EXP 	window1: recordFrameIntervals = False
24.0321 	EXP 	window1: mouseVisible = True
24.0325 	EXP 	window1: mouseVisible = True
24.0327 	EXP 	window1: mouseVisible = True
24.0335 	EXP 	window1: mouseVisible = True
24.0345 	EXP 	window1: mouseVisible = True
24.0534 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0547 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0563 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0579 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0595 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0610 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0624 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0641 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0657 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0672 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
24.0676 	DEBUG 	Uploading Texture Font fontname to graphics card
24.0681 	DEBUG 	Upload of Texture Font fontname complete
24.0712 	EXP 	window1: mouseVisible = True
24.0714 	EXP 	window1: mouseVisible = True
24.0721 	EXP 	window1: mouseVisible = True
24.0728 	EXP 	window1: mouseVisible = True
24.1534 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
28.3120 	INFO 	keyboard.Keyboard is using iohub backend.
28.3121 	INFO 	keyboard.Keyboard is using iohub backend.
28.3121 	EXP 	rotspan: status = STARTED
28.3136 	EXP 	window1: mouseVisible = True
28.3598 	EXP 	Created welcome_msg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.12, italic=False, languageStyle='LTR', name='welcome_msg', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
28.3600 	EXP 	window1: mouseVisible = True
28.3682 	EXP 	Created welcome_next = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='images/next_button.jpg', interpolate=True, mask=None, maskParams=None, name='welcome_next', opacity=1.0, ori=0.0, pos=array([ 0.3, -0.7]), size=array([0.35, 0.2 ]), texRes=128.0, units='norm', win=Window(...))
28.3684 	EXP 	window1: mouseVisible = True
28.3701 	EXP 	Created instr_msg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.09, italic=False, languageStyle='LTR', name='instr_msg', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
28.3702 	EXP 	window1: mouseVisible = True
28.3741 	EXP 	Created previous = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='images/previous_button.jpg', interpolate=True, mask=None, maskParams=None, name='previous', opacity=1.0, ori=0.0, pos=array([-0.3, -0.7]), size=array([0.35, 0.2 ]), texRes=128.0, units='norm', win=Window(...))
28.3743 	EXP 	window1: mouseVisible = True
28.3776 	EXP 	Created next = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='images/next_button.jpg', interpolate=True, mask=None, maskParams=None, name='next', opacity=1.0, ori=0.0, pos=array([ 0.3, -0.7]), size=array([0.35, 0.2 ]), texRes=128.0, units='norm', win=Window(...))
28.3778 	EXP 	window1: mouseVisible = True
28.3802 	EXP 	Created arrow = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'bottom'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='arrow', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.05, 0.35]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
28.3804 	EXP 	window1: mouseVisible = True
