394.4661 	INFO 	Loaded monitor calibration from ['2022_07_17 12:15']
395.9818 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F39190>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F39130>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F37F40>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B6B33FB0D0>, multiSample=False, name='window1', numSamples=2, pos=[283.0, 84.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
395.9818 	EXP 	window1: backgroundImage = ''
395.9818 	EXP 	window1: backgroundFit = 'none'
395.9821 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F392B0>
395.9823 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F392B0>
395.9850 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F392B0>
395.9857 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F392B0>
396.0111 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0133 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0152 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0171 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0188 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0200 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0214 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0231 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0242 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0252 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0287 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0308 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0323 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0337 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0357 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0386 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0404 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0420 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0451 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0473 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
396.0478 	DEBUG 	Uploading Texture Font fontname to graphics card
396.0562 	DEBUG 	Upload of Texture Font fontname complete
396.0589 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F392B0>
396.0592 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F392B0>
396.0608 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F392B0>
396.0623 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6B1F392B0>
396.0916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
